,Número da Trajetória,Overlap,Tempo 1,Tempo 2,Tempo 3,ID
910,2,0.5,2019-01-17 09:57:03.715004,2019-01-17 09:57:03.715004,2019-01-17 09:57:18.720998,ID_19
911,3,0.5,2019-01-17 09:58:32.173004,2019-01-17 09:58:31.926998,2019-01-17 09:58:47.178998,ID_19
912,4,0.5,2019-01-17 09:59:58.380995,2019-01-17 09:59:58.380995,2019-01-17 10:00:13.388005,ID_19
913,5,0.5,2019-01-17 10:01:22.968004,2019-01-17 10:01:22.723004,2019-01-17 10:01:37.973998,ID_19
914,6,0.5,2019-01-17 10:02:50.675997,2019-01-17 10:02:50.675997,2019-01-17 10:03:05.682997,ID_19
915,7,0.5,2019-01-17 10:04:18.383005,2019-01-17 10:04:18.383005,2019-01-17 10:04:33.390004,ID_19
916,8,0.5,2019-01-17 10:05:41.225002,2019-01-17 10:05:40.980002,2019-01-17 10:05:56.230995,ID_19
917,9,0.5,2019-01-17 10:07:05.310001,2019-01-17 10:07:05.065001,2019-01-17 10:07:20.315995,ID_19
918,1,0.0,2019-01-17 09:30:16.208998,2019-01-17 09:30:16.208998,2019-01-17 09:30:31.222998,ID_19
919,2,0.0,2019-01-17 09:31:43.496002,2019-01-17 09:31:43.496002,2019-01-17 09:31:58.507005,ID_19
920,3,0.0,2019-01-17 09:33:10.458998,2019-01-17 09:33:10.458998,2019-01-17 09:33:25.465002,ID_19
921,4,0.0,2019-01-17 09:34:38.165996,2019-01-17 09:34:37.922002,2019-01-17 09:34:53.172996,ID_19
922,5,0.0,2019-01-17 09:36:03.757002,2019-01-17 09:36:03.512003,2019-01-17 09:36:18.762996,ID_19
923,6,0.0,2019-01-17 09:37:33.088000,2019-01-17 09:37:33.088000,2019-01-17 09:37:48.094004,ID_19
924,7,0.0,2019-01-17 09:39:01.294000,2019-01-17 09:39:01.049000,2019-01-17 09:39:16.300003,ID_19
925,8,0.0,2019-01-17 09:40:27.639005,2019-01-17 09:40:27.393995,2019-01-17 09:40:42.644999,ID_19
926,9,0.0,2019-01-17 09:41:55.719004,2019-01-17 09:41:55.719004,2019-01-17 09:42:10.726004,ID_19
927,1,0.25,2019-01-17 09:43:24.674999,2019-01-17 09:43:24.674999,2019-01-17 09:43:39.681999,ID_19
928,2,0.25,2019-01-17 09:44:49.125004,2019-01-17 09:44:49.125004,2019-01-17 09:45:04.130998,ID_19
929,3,0.25,2019-01-17 09:46:13.325995,2019-01-17 09:46:13.325995,2019-01-17 09:46:28.334001,ID_19
930,4,0.25,2019-01-17 09:47:38.032003,2019-01-17 09:47:38.032003,2019-01-17 09:47:53.037997,ID_19
931,5,0.25,2019-01-17 09:49:01.987000,2019-01-17 09:49:01.987000,2019-01-17 09:49:16.993004,ID_19
932,6,0.25,2019-01-17 09:50:24.692998,2019-01-17 09:50:24.692998,2019-01-17 09:50:39.699002,ID_19
933,7,0.25,2019-01-17 09:51:49.647999,2019-01-17 09:51:49.403995,2019-01-17 09:52:04.656005,ID_19
934,8,0.25,2019-01-17 09:53:15.730001,2019-01-17 09:53:15.730001,2019-01-17 09:53:30.736005,ID_19
935,9,0.25,2019-01-17 09:54:40.190999,2019-01-17 09:54:40.190999,2019-01-17 09:54:55.197003,ID_19
936,1,0.5,2019-01-17 09:56:05.405997,2019-01-17 09:56:05.405997,2019-01-17 09:56:20.412000,ID_19
937,2,0.5,2019-01-17 09:57:33.370999,2019-01-17 09:57:33.370999,2019-01-17 09:57:48.377999,ID_19
938,3,0.5,2019-01-17 09:59:01.324002,2019-01-17 09:59:01.079998,2019-01-17 09:59:16.331002,ID_19
939,4,0.5,2019-01-17 10:00:26.284002,2019-01-17 10:00:26.284002,2019-01-17 10:00:41.289996,ID_19
940,5,0.5,2019-01-17 10:01:51.744995,2019-01-17 10:01:51.499000,2019-01-17 10:02:06.750999,ID_19
941,6,0.5,2019-01-17 10:03:20.829002,2019-01-17 10:03:20.829002,2019-01-17 10:03:35.836002,ID_19
942,7,0.5,2019-01-17 10:04:45.791999,2019-01-17 10:04:45.791999,2019-01-17 10:05:00.798999,ID_19
943,8,0.5,2019-01-17 10:06:09.253999,2019-01-17 10:06:09.008003,2019-01-17 10:06:24.260003,ID_19
944,9,0.5,2019-01-17 10:07:33.338998,2019-01-17 10:07:33.093999,2019-01-17 10:07:48.345002,ID_19
945,1,0.0,2019-01-17 09:30:44.172999,2019-01-17 09:30:44.172999,2019-01-17 09:30:59.181004,ID_19
946,2,0.0,2019-01-17 09:32:13.153998,2019-01-17 09:32:13.153998,2019-01-17 09:32:28.160998,ID_19
947,3,0.0,2019-01-17 09:33:39.110000,2019-01-17 09:33:39.110000,2019-01-17 09:33:54.116004,ID_19
948,4,0.0,2019-01-17 09:35:07.701000,2019-01-17 09:35:07.456000,2019-01-17 09:35:22.707004,ID_19
949,5,0.0,2019-01-17 09:36:31.783002,2019-01-17 09:36:31.538002,2019-01-17 09:36:46.790002,ID_19
950,6,0.0,2019-01-17 09:38:03.741003,2019-01-17 09:38:03.741003,2019-01-17 09:38:18.746996,ID_19
951,7,0.0,2019-01-17 09:39:30.068004,2019-01-17 09:39:29.824000,2019-01-17 09:39:45.077005,ID_19
952,8,0.0,2019-01-17 09:40:56.415001,2019-01-17 09:40:56.170001,2019-01-17 09:41:11.421004,ID_19
953,9,0.0,2019-01-17 09:42:25.370000,2019-01-17 09:42:25.370000,2019-01-17 09:42:40.377000,ID_19
954,1,0.25,2019-01-17 09:43:54.324003,2019-01-17 09:43:54.324003,2019-01-17 09:44:09.329997,ID_19
955,2,0.25,2019-01-17 09:45:16.524996,2019-01-17 09:45:16.524996,2019-01-17 09:45:31.531000,ID_19
956,3,0.25,2019-01-17 09:46:41.729995,2019-01-17 09:46:41.729995,2019-01-17 09:46:56.735999,ID_19
957,4,0.25,2019-01-17 09:48:06.182997,2019-01-17 09:48:06.182997,2019-01-17 09:48:21.189001,ID_19
958,5,0.25,2019-01-17 09:49:29.886003,2019-01-17 09:49:29.886003,2019-01-17 09:49:44.891997,ID_19
959,6,0.25,2019-01-17 09:50:52.093001,2019-01-17 09:50:52.093001,2019-01-17 09:51:07.100000,ID_19
960,7,0.25,2019-01-17 09:52:18.422999,2019-01-17 09:52:18.177999,2019-01-17 09:52:33.429999,ID_19
961,8,0.25,2019-01-17 09:53:44.388998,2019-01-17 09:53:44.388998,2019-01-17 09:53:59.395002,ID_19
962,9,0.25,2019-01-17 09:55:08.100997,2019-01-17 09:55:08.100997,2019-01-17 09:55:23.107996,ID_19
963,1,0.5,2019-01-17 09:56:34.058999,2019-01-17 09:56:34.058999,2019-01-17 09:56:49.065999,ID_19
964,2,0.5,2019-01-17 09:58:03.021995,2019-01-17 09:58:03.021995,2019-01-17 09:58:18.027999,ID_19
965,3,0.5,2019-01-17 09:59:30.477002,2019-01-17 09:59:30.230997,2019-01-17 09:59:45.484002,ID_19
966,4,0.5,2019-01-17 10:00:54.186999,2019-01-17 10:00:54.186999,2019-01-17 10:01:09.193003,ID_19
967,5,0.5,2019-01-17 10:02:20.523002,2019-01-17 10:02:20.278998,2019-01-17 10:02:35.530002,ID_19
968,6,0.5,2019-01-17 10:03:50.981001,2019-01-17 10:03:50.981001,2019-01-17 10:04:05.988001,ID_19
969,7,0.5,2019-01-17 10:05:13.194999,2019-01-17 10:05:13.194999,2019-01-17 10:05:28.201003,ID_19
970,8,0.5,2019-01-17 10:06:37.282000,2019-01-17 10:06:37.037000,2019-01-17 10:06:52.289000,ID_19
971,9,0.5,2019-01-17 10:08:01.366999,2019-01-17 10:08:01.122000,2019-01-17 10:08:16.373999,ID_19
972,1,0.0,2019-01-21 09:22:19.002997,2019-01-21 09:22:19.002997,2019-01-21 09:22:34.025003,ID_23
973,2,0.0,2019-01-21 09:23:47.196996,2019-01-21 09:23:46.951997,2019-01-21 09:24:02.205002,ID_23
974,3,0.0,2019-01-21 09:25:15.413003,2019-01-21 09:25:15.413003,2019-01-21 09:25:30.420003,ID_23
975,4,0.0,2019-01-21 09:26:46.370999,2019-01-21 09:26:46.370999,2019-01-21 09:27:01.379005,ID_23
976,5,0.0,2019-01-21 09:28:13.836005,2019-01-21 09:28:13.836005,2019-01-21 09:28:28.841999,ID_23
977,6,0.0,2019-01-21 09:29:38.784005,2019-01-21 09:29:38.784005,2019-01-21 09:29:53.789999,ID_23
978,7,0.0,2019-01-21 09:31:05.226998,2019-01-21 09:31:04.981999,2019-01-21 09:31:20.235004,ID_23
979,8,0.0,2019-01-21 09:32:31.429005,2019-01-21 09:32:31.429005,2019-01-21 09:32:46.434999,ID_23
980,9,0.0,2019-01-21 09:33:56.880996,2019-01-21 09:33:56.880996,2019-01-21 09:34:11.887000,ID_23
981,1,0.25,2019-01-21 09:35:24.201001,2019-01-21 09:35:23.956001,2019-01-21 09:35:39.207005,ID_23
982,2,0.25,2019-01-21 09:36:49.023997,2019-01-21 09:36:48.778997,2019-01-21 09:37:04.030996,ID_23
983,3,0.25,2019-01-21 09:38:15.221005,2019-01-21 09:38:15.221005,2019-01-21 09:38:30.226998,ID_23
984,4,0.25,2019-01-21 09:39:41.299999,2019-01-21 09:39:41.056005,2019-01-21 09:39:56.306003,ID_23
985,5,0.25,2019-01-21 09:41:06.254004,2019-01-21 09:41:06.254004,2019-01-21 09:41:21.259998,ID_23
986,6,0.25,2019-01-21 09:42:28.461997,2019-01-21 09:42:28.461997,2019-01-21 09:42:43.468996,ID_23
987,7,0.25,2019-01-21 09:43:50.667998,2019-01-21 09:43:50.667998,2019-01-21 09:44:05.674002,ID_23
988,8,0.25,2019-01-21 09:45:13.382999,2019-01-21 09:45:13.382999,2019-01-21 09:45:28.389003,ID_23
989,9,0.25,2019-01-21 09:46:37.850002,2019-01-21 09:46:37.850002,2019-01-21 09:46:52.857998,ID_23
990,1,0.5,2019-01-21 09:48:03.569000,2019-01-21 09:48:03.569000,2019-01-21 09:48:18.575004,ID_23
991,2,0.5,2019-01-21 09:49:28.412002,2019-01-21 09:49:28.167002,2019-01-21 09:49:43.419998,ID_23
992,3,0.5,2019-01-21 09:50:54.131996,2019-01-21 09:50:54.131996,2019-01-21 09:51:09.138000,ID_23
993,4,0.5,2019-01-21 09:52:21.342999,2019-01-21 09:52:21.342999,2019-01-21 09:52:36.349999,ID_23
994,5,0.5,2019-01-21 09:53:45.075004,2019-01-21 09:53:45.075999,2019-01-21 09:54:00.082003,ID_23
995,6,0.5,2019-01-21 09:55:10.423002,2019-01-21 09:55:10.178002,2019-01-21 09:55:25.430001,ID_23
996,7,0.5,2019-01-21 09:56:38.265997,2019-01-21 09:56:38.020998,2019-01-21 09:56:53.272997,ID_23
997,8,0.5,2019-01-21 09:58:05.993001,2019-01-21 09:58:05.993001,2019-01-21 09:58:21.000001,ID_23
998,9,0.5,2019-01-21 09:59:34.343004,2019-01-21 09:59:34.098005,2019-01-21 09:59:49.348998,ID_23
999,1,0.0,2019-01-21 09:22:48.704998,2019-01-21 09:22:48.704998,2019-01-21 09:23:03.718998,ID_23
1000,2,0.0,2019-01-21 09:24:15.982004,2019-01-21 09:24:15.738000,2019-01-21 09:24:30.992997,ID_23
1001,3,0.0,2019-01-21 09:25:46.071004,2019-01-21 09:25:46.071004,2019-01-21 09:26:01.078004,ID_23
1002,4,0.0,2019-01-21 09:27:16.030002,2019-01-21 09:27:16.030002,2019-01-21 09:27:31.039003,ID_23
1003,5,0.0,2019-01-21 09:28:41.988004,2019-01-21 09:28:41.988004,2019-01-21 09:28:56.995004,ID_23
1004,6,0.0,2019-01-21 09:30:07.431999,2019-01-21 09:30:07.431999,2019-01-21 09:30:22.438003,ID_23
1005,7,0.0,2019-01-21 09:31:34.382000,2019-01-21 09:31:34.137000,2019-01-21 09:31:49.388004,ID_23
1006,8,0.0,2019-01-21 09:32:59.327003,2019-01-21 09:32:59.327003,2019-01-21 09:33:14.334003,ID_23
1007,9,0.0,2019-01-21 09:34:26.529004,2019-01-21 09:34:26.529004,2019-01-21 09:34:41.534998,ID_23
1008,1,0.25,2019-01-21 09:35:52.226005,2019-01-21 09:35:51.980995,2019-01-21 09:36:07.233004,ID_23
1009,2,0.25,2019-01-21 09:37:17.795999,2019-01-21 09:37:17.551995,2019-01-21 09:37:32.802999,ID_23
1010,3,0.25,2019-01-21 09:38:43.873002,2019-01-21 09:38:43.873002,2019-01-21 09:38:58.880001,ID_23
1011,4,0.25,2019-01-21 09:40:10.077000,2019-01-21 09:40:09.832000,2019-01-21 09:40:25.083004,ID_23
1012,5,0.25,2019-01-21 09:41:33.660001,2019-01-21 09:41:33.660001,2019-01-21 09:41:48.666005,ID_23
1013,6,0.25,2019-01-21 09:42:55.868004,2019-01-21 09:42:55.868004,2019-01-21 09:43:10.875003,ID_23
1014,7,0.25,2019-01-21 09:44:18.077003,2019-01-21 09:44:18.077003,2019-01-21 09:44:33.082997,ID_23
1015,8,0.25,2019-01-21 09:45:41.287998,2019-01-21 09:45:41.287998,2019-01-21 09:45:56.294997,ID_23
1016,9,0.25,2019-01-21 09:47:06.509000,2019-01-21 09:47:06.509000,2019-01-21 09:47:21.516000,ID_23
1017,1,0.5,2019-01-21 09:48:31.980001,2019-01-21 09:48:31.980001,2019-01-21 09:48:46.986005,ID_23
1018,2,0.5,2019-01-21 09:49:56.443997,2019-01-21 09:49:56.198997,2019-01-21 09:50:11.450000,ID_23
1019,3,0.5,2019-01-21 09:51:23.783998,2019-01-21 09:51:23.783998,2019-01-21 09:51:38.790001,ID_23
1020,4,0.5,2019-01-21 09:52:49.250995,2019-01-21 09:52:49.250995,2019-01-21 09:53:04.259001,ID_23
1021,5,0.5,2019-01-21 09:54:12.982004,2019-01-21 09:54:12.982004,2019-01-21 09:54:27.987002,ID_23
1022,6,0.5,2019-01-21 09:55:39.952996,2019-01-21 09:55:39.707997,2019-01-21 09:55:54.959000,ID_23
1023,7,0.5,2019-01-21 09:57:07.045000,2019-01-21 09:57:06.800001,2019-01-21 09:57:22.052996,ID_23
1024,8,0.5,2019-01-21 09:58:36.151005,2019-01-21 09:58:36.151005,2019-01-21 09:58:51.158004,ID_23
1025,9,0.5,2019-01-21 10:00:02.372001,2019-01-21 10:00:02.127002,2019-01-21 10:00:17.377995,ID_23
1026,1,0.0,2019-01-21 09:23:18.409001,2019-01-21 09:23:18.409001,2019-01-21 09:23:33.418002,ID_23
1027,2,0.0,2019-01-21 09:24:44.762999,2019-01-21 09:24:44.519005,2019-01-21 09:24:59.769998,ID_23
1028,3,0.0,2019-01-21 09:26:16.718002,2019-01-21 09:26:16.718002,2019-01-21 09:26:31.725001,ID_23
1029,4,0.0,2019-01-21 09:27:45.682999,2019-01-21 09:27:45.682999,2019-01-21 09:28:00.687997,ID_23
1030,5,0.0,2019-01-21 09:29:10.136001,2019-01-21 09:29:10.136001,2019-01-21 09:29:25.142005,ID_23
1031,6,0.0,2019-01-21 09:30:36.078997,2019-01-21 09:30:36.078997,2019-01-21 09:30:51.085997,ID_23
1032,7,0.0,2019-01-21 09:32:03.528995,2019-01-21 09:32:03.283000,2019-01-21 09:32:18.534003,ID_23
1033,8,0.0,2019-01-21 09:33:27.230996,2019-01-21 09:33:27.230996,2019-01-21 09:33:42.239001,ID_23
1034,9,0.0,2019-01-21 09:34:56.177999,2019-01-21 09:34:56.177999,2019-01-21 09:35:11.182997,ID_23
1035,1,0.25,2019-01-21 09:36:20.248997,2019-01-21 09:36:20.003002,2019-01-21 09:36:35.253995,ID_23
1036,2,0.25,2019-01-21 09:37:46.573001,2019-01-21 09:37:46.328001,2019-01-21 09:38:01.579005,ID_23
1037,3,0.25,2019-01-21 09:39:12.526005,2019-01-21 09:39:12.527000,2019-01-21 09:39:27.533004,ID_23
1038,4,0.25,2019-01-21 09:40:38.854001,2019-01-21 09:40:38.607996,2019-01-21 09:40:53.861001,ID_23
1039,5,0.25,2019-01-21 09:42:01.060999,2019-01-21 09:42:01.060999,2019-01-21 09:42:16.067998,ID_23
1040,6,0.25,2019-01-21 09:43:23.267000,2019-01-21 09:43:23.267000,2019-01-21 09:43:38.274000,ID_23
1041,7,0.25,2019-01-21 09:44:45.480998,2019-01-21 09:44:45.480998,2019-01-21 09:45:00.487002,ID_23
1042,8,0.25,2019-01-21 09:46:09.196999,2019-01-21 09:46:09.196999,2019-01-21 09:46:24.201998,ID_23
1043,9,0.25,2019-01-21 09:47:35.162003,2019-01-21 09:47:35.162003,2019-01-21 09:47:50.167997,ID_23
1044,1,0.5,2019-01-21 09:49:00.384001,2019-01-21 09:49:00.384001,2019-01-21 09:49:15.391001,ID_23
1045,2,0.5,2019-01-21 09:50:24.473004,2019-01-21 09:50:24.226998,2019-01-21 09:50:39.478998,ID_23
1046,3,0.5,2019-01-21 09:51:53.440003,2019-01-21 09:51:53.440003,2019-01-21 09:52:08.447002,ID_23
1047,4,0.5,2019-01-21 09:53:17.170005,2019-01-21 09:53:17.170005,2019-01-21 09:53:32.177005,ID_23
1048,5,0.5,2019-01-21 09:54:40.882999,2019-01-21 09:54:40.884005,2019-01-21 09:54:55.889999,ID_23
1049,6,0.5,2019-01-21 09:56:09.481995,2019-01-21 09:56:09.236000,2019-01-21 09:56:24.487999,ID_23
1050,7,0.5,2019-01-21 09:57:35.836999,2019-01-21 09:57:35.593005,2019-01-21 09:57:50.843003,ID_23
1051,8,0.5,2019-01-21 09:59:06.311000,2019-01-21 09:59:06.311000,2019-01-21 09:59:21.318000,ID_23
1052,9,0.5,2019-01-21 10:00:30.405997,2019-01-21 10:00:30.160998,2019-01-21 10:00:45.412001,ID_23
1053,1,0.0,2019-01-22 14:36:18.063999,2019-01-22 14:36:18.063999,2019-01-22 14:36:33.085996,ID_28
1054,2,0.0,2019-01-22 14:37:44.897002,2019-01-22 14:37:44.897002,2019-01-22 14:37:59.904998,ID_28
1055,3,0.0,2019-01-22 14:39:08.877999,2019-01-22 14:39:08.633000,2019-01-22 14:39:23.884999,ID_28
1056,4,0.0,2019-01-22 14:40:37.356004,2019-01-22 14:40:37.356004,2019-01-22 14:40:52.363004,ID_28
1057,5,0.0,2019-01-22 14:42:05.588004,2019-01-22 14:42:05.588004,2019-01-22 14:42:20.593998,ID_28
1058,6,0.0,2019-01-22 14:43:29.303996,2019-01-22 14:43:29.303996,2019-01-22 14:43:44.312001,ID_28
1059,7,0.0,2019-01-22 14:44:53.915003,2019-01-22 14:44:53.670003,2019-01-22 14:45:08.922003,ID_28
1060,8,0.0,2019-01-22 14:46:20.138997,2019-01-22 14:46:20.138997,2019-01-22 14:46:35.147003,ID_28
1061,9,0.0,2019-01-22 14:47:45.369002,2019-01-22 14:47:45.369002,2019-01-22 14:48:00.374996,ID_28
1062,1,0.25,2019-01-22 14:49:10.852002,2019-01-22 14:49:10.852002,2019-01-22 14:49:25.859002,ID_28
1063,2,0.25,2019-01-22 14:50:39.819997,2019-01-22 14:50:39.819997,2019-01-22 14:50:54.828002,ID_28
1064,3,0.25,2019-01-22 14:52:07.181995,2019-01-22 14:52:06.936996,2019-01-22 14:52:22.187999,ID_28
1065,4,0.25,2019-01-22 14:53:31.275997,2019-01-22 14:53:31.030002,2019-01-22 14:53:46.282001,ID_28
1066,5,0.25,2019-01-22 14:54:54.754995,2019-01-22 14:54:54.754995,2019-01-22 14:55:09.762005,ID_28
1067,6,0.25,2019-01-22 14:56:17.745000,2019-01-22 14:56:17.745000,2019-01-22 14:56:32.751999,ID_28
1068,7,0.25,2019-01-22 14:57:41.970000,2019-01-22 14:57:41.970000,2019-01-22 14:57:56.977000,ID_28
1069,8,0.25,2019-01-22 14:59:05.817997,2019-01-22 14:59:05.572997,2019-01-22 14:59:20.824996,ID_28
1070,9,0.25,2019-01-22 15:00:30.689001,2019-01-22 15:00:30.442995,2019-01-22 15:00:45.696996,ID_28
1071,1,0.5,2019-01-22 15:01:57.794996,2019-01-22 15:01:57.549996,2019-01-22 15:02:12.801995,ID_28
1072,2,0.5,2019-01-22 15:03:25.526998,2019-01-22 15:03:25.526998,2019-01-22 15:03:40.533998,ID_28
1073,3,0.5,2019-01-22 15:04:51.634005,2019-01-22 15:04:51.387999,2019-01-22 15:05:06.639998,ID_28
1074,4,0.5,2019-01-22 15:06:17.615996,2019-01-22 15:06:17.615996,2019-01-22 15:06:32.622996,ID_28
1075,5,0.5,2019-01-22 15:07:43.222995,2019-01-22 15:07:42.979002,2019-01-22 15:07:58.229995,ID_28
1076,6,0.5,2019-01-22 15:09:11.470002,2019-01-22 15:09:11.470002,2019-01-22 15:09:26.475996,ID_28
1077,7,0.5,2019-01-22 15:10:42.465998,2019-01-22 15:10:42.465998,2019-01-22 15:10:57.472998,ID_28
1078,8,0.5,2019-01-22 15:12:10.455000,2019-01-22 15:12:10.455000,2019-01-22 15:12:25.461004,ID_28
1079,9,0.5,2019-01-22 15:13:35.196997,2019-01-22 15:13:35.196997,2019-01-22 15:13:50.203996,ID_28
1080,1,0.0,2019-01-22 14:36:47.778000,2019-01-22 14:36:47.778000,2019-01-22 14:37:02.792000,ID_28
1081,2,0.0,2019-01-22 14:38:12.305001,2019-01-22 14:38:12.305997,2019-01-22 14:38:27.314998,ID_28
1082,3,0.0,2019-01-22 14:39:38.038996,2019-01-22 14:39:37.793000,2019-01-22 14:39:53.044004,ID_28
1083,4,0.0,2019-01-22 14:41:07.522005,2019-01-22 14:41:07.522005,2019-01-22 14:41:22.527998,ID_28
1084,5,0.0,2019-01-22 14:42:33.495004,2019-01-22 14:42:33.495004,2019-01-22 14:42:48.502004,ID_28
1085,6,0.0,2019-01-22 14:43:57.212002,2019-01-22 14:43:57.212002,2019-01-22 14:44:12.217995,ID_28
1086,7,0.0,2019-01-22 14:45:22.700997,2019-01-22 14:45:22.457003,2019-01-22 14:45:37.709002,ID_28
1087,8,0.0,2019-01-22 14:46:48.799997,2019-01-22 14:46:48.799997,2019-01-22 14:47:03.805005,ID_28
1088,9,0.0,2019-01-22 14:48:13.278999,2019-01-22 14:48:13.278999,2019-01-22 14:48:28.285003,ID_28
1089,1,0.25,2019-01-22 14:49:40.507997,2019-01-22 14:49:40.507997,2019-01-22 14:49:55.514997,ID_28
1090,2,0.25,2019-01-22 14:51:09.481001,2019-01-22 14:51:09.481001,2019-01-22 14:51:24.487005,ID_28
1091,3,0.25,2019-01-22 14:52:35.214000,2019-01-22 14:52:34.968004,2019-01-22 14:52:50.220004,ID_28
1092,4,0.25,2019-01-22 14:53:59.312005,2019-01-22 14:53:59.065999,2019-01-22 14:54:14.319004,ID_28
1093,5,0.25,2019-01-22 14:55:22.168003,2019-01-22 14:55:22.168003,2019-01-22 14:55:37.173996,ID_28
1094,6,0.25,2019-01-22 14:56:45.901003,2019-01-22 14:56:45.901003,2019-01-22 14:57:00.908002,ID_28
1095,7,0.25,2019-01-22 14:58:09.877000,2019-01-22 14:58:09.877000,2019-01-22 14:58:24.883004,ID_28
1096,8,0.25,2019-01-22 14:59:33.859999,2019-01-22 14:59:33.614999,2019-01-22 14:59:48.866003,ID_28
1097,9,0.25,2019-01-22 15:00:59.478002,2019-01-22 15:00:59.233998,2019-01-22 15:01:14.485001,ID_28
1098,1,0.5,2019-01-22 15:02:27.334003,2019-01-22 15:02:27.087997,2019-01-22 15:02:42.339001,ID_28
1099,2,0.5,2019-01-22 15:03:54.185000,2019-01-22 15:03:54.185000,2019-01-22 15:04:09.191004,ID_28
1100,3,0.5,2019-01-22 15:05:20.419002,2019-01-22 15:05:20.174003,2019-01-22 15:05:35.424996,ID_28
1101,4,0.5,2019-01-22 15:06:46.026997,2019-01-22 15:06:46.026997,2019-01-22 15:07:01.033001,ID_28
1102,5,0.5,2019-01-22 15:08:12.013002,2019-01-22 15:08:11.768003,2019-01-22 15:08:27.020002,ID_28
1103,6,0.5,2019-01-22 15:09:42.135004,2019-01-22 15:09:42.135004,2019-01-22 15:09:57.142003,ID_28
1104,7,0.5,2019-01-22 15:11:12.129004,2019-01-22 15:11:12.129004,2019-01-22 15:11:27.134998,ID_28
1105,8,0.5,2019-01-22 15:12:39.120998,2019-01-22 15:12:39.120998,2019-01-22 15:12:54.127002,ID_28
1106,9,0.5,2019-01-22 15:14:02.613997,2019-01-22 15:14:02.613997,2019-01-22 15:14:17.620001,ID_28
1107,1,0.0,2019-01-22 14:37:17.480002,2019-01-22 14:37:17.480002,2019-01-22 14:37:32.489999,ID_28
1108,2,0.0,2019-01-22 14:38:39.717003,2019-01-22 14:38:39.717003,2019-01-22 14:38:54.722997,ID_28
1109,3,0.0,2019-01-22 14:40:07.198001,2019-01-22 14:40:06.953001,2019-01-22 14:40:22.205000,ID_28
1110,4,0.0,2019-01-22 14:41:37.675995,2019-01-22 14:41:37.675995,2019-01-22 14:41:52.683005,ID_28
1111,5,0.0,2019-01-22 14:43:01.398997,2019-01-22 14:43:01.400003,2019-01-22 14:43:16.407003,ID_28
1112,6,0.0,2019-01-22 14:44:25.126002,2019-01-22 14:44:25.126002,2019-01-22 14:44:40.131996,ID_28
1113,7,0.0,2019-01-22 14:45:51.482001,2019-01-22 14:45:51.237002,2019-01-22 14:46:06.489997,ID_28
1114,8,0.0,2019-01-22 14:47:17.462002,2019-01-22 14:47:17.462002,2019-01-22 14:47:32.467996,ID_28
1115,9,0.0,2019-01-22 14:48:41.193996,2019-01-22 14:48:41.193996,2019-01-22 14:48:56.200995,ID_28
1116,1,0.25,2019-01-22 14:50:10.164002,2019-01-22 14:50:10.164002,2019-01-22 14:50:25.169996,ID_28
1117,2,0.25,2019-01-22 14:51:39.136996,2019-01-22 14:51:39.136996,2019-01-22 14:51:54.145001,ID_28
1118,3,0.25,2019-01-22 14:53:03.244998,2019-01-22 14:53:02.999003,2019-01-22 14:53:18.251998,ID_28
1119,4,0.25,2019-01-22 14:54:27.343999,2019-01-22 14:54:27.098999,2019-01-22 14:54:42.350003,ID_28
1120,5,0.25,2019-01-22 14:55:49.585003,2019-01-22 14:55:49.585003,2019-01-22 14:56:04.592999,ID_28
1121,6,0.25,2019-01-22 14:57:14.058997,2019-01-22 14:57:14.058997,2019-01-22 14:57:29.065997,ID_28
1122,7,0.25,2019-01-22 14:58:37.784996,2019-01-22 14:58:37.784996,2019-01-22 14:58:52.791000,ID_28
1123,8,0.25,2019-01-22 15:00:01.894005,2019-01-22 15:00:01.648000,2019-01-22 15:00:16.899999,ID_28
1124,9,0.25,2019-01-22 15:01:28.262004,2019-01-22 15:01:28.015998,2019-01-22 15:01:43.267998,ID_28
1125,1,0.5,2019-01-22 15:02:56.867005,2019-01-22 15:02:56.623001,2019-01-22 15:03:11.872999,ID_28
1126,2,0.5,2019-01-22 15:04:22.843998,2019-01-22 15:04:22.843998,2019-01-22 15:04:37.850997,ID_28
1127,3,0.5,2019-01-22 15:05:49.204996,2019-01-22 15:05:48.959996,2019-01-22 15:06:04.211996,ID_28
1128,4,0.5,2019-01-22 15:07:14.435000,2019-01-22 15:07:14.435000,2019-01-22 15:07:29.441004,ID_28
1129,5,0.5,2019-01-22 15:08:40.804005,2019-01-22 15:08:40.557999,2019-01-22 15:08:55.809999,ID_28
1130,6,0.5,2019-01-22 15:10:12.798004,2019-01-22 15:10:12.798004,2019-01-22 15:10:27.805004,ID_28
1131,7,0.5,2019-01-22 15:11:41.794001,2019-01-22 15:11:41.794001,2019-01-22 15:11:56.800005,ID_28
1132,8,0.5,2019-01-22 15:13:07.781002,2019-01-22 15:13:07.781002,2019-01-22 15:13:22.788001,ID_28
1133,9,0.5,2019-01-22 15:14:30.025003,2019-01-22 15:14:30.025003,2019-01-22 15:14:45.032003,ID_28
1134,1,0.0,2019-01-29 17:12:59.554003,2019-01-29 17:12:59.554003,2019-01-29 17:13:14.578997,ID_34
1135,2,0.0,2019-01-29 17:14:24.257003,2019-01-29 17:14:24.012999,2019-01-29 17:14:39.267996,ID_34
